DesilKesejahteraan,PrioritasVerval,JenisKelamin,HubungaKepalaKeluarga,Pekerjaan,Usia2023,PenerimaSEMBAKO
4,1,1,0,1,20,0
4,1,0,0,1,15,0
4,1,0,2,2,39,0
4,1,1,1,2,34,0
4,1,0,0,1,12,0
4,1,0,0,1,7,0
4,1,0,2,2,39,0
4,1,1,1,2,34,0
4,1,0,0,1,13,0
4,1,0,2,2,58,0
4,1,1,1,2,54,0
4,1,0,0,1,12,0
4,1,0,2,2,59,0
4,1,1,1,1,58,0
4,0,1,2,2,34,0
4,1,0,0,1,14,0
4,1,0,2,2,39,0
4,1,1,1,2,38,0
4,1,0,0,1,13,0
4,1,1,0,1,6,0
4,1,1,2,1,54,0
4,1,1,0,2,27,0
4,1,0,0,1,16,0
4,1,0,2,2,35,0
4,1,1,1,2,33,0
4,1,0,0,1,9,0
4,0,0,0,1,7,0
4,1,0,2,4,49,0
4,1,1,1,4,39,0
4,1,1,0,1,15,0
4,1,0,0,1,11,0
4,1,0,2,2,30,0
4,1,1,1,2,26,0
4,1,0,0,1,8,0
4,1,0,2,2,57,0
4,1,1,1,2,55,0
4,1,1,0,1,20,0
4,1,0,2,2,45,0
4,0,1,1,2,41,0
4,1,1,0,1,16,0
4,1,1,2,1,63,0
4,0,1,0,2,26,0
4,0,0,2,2,31,0
4,0,1,1,2,28,0
4,1,1,0,2,27,0
4,0,0,0,2,25,0
4,0,0,0,1,18,0
4,1,0,2,2,38,0
4,1,1,1,2,38,0
4,1,1,0,1,14,0
4,1,0,0,1,9,0
4,1,1,2,5,36,0
4,1,0,0,1,12,0
4,1,0,0,1,10,0
4,0,0,2,5,61,0
4,1,1,1,4,60,0
4,1,1,0,1,32,0
4,1,0,2,2,29,0
4,1,1,1,2,29,0
4,1,1,0,1,3,0
4,1,1,2,4,51,0
4,1,0,0,1,24,0
4,1,1,0,1,22,0
4,1,1,0,1,22,0
4,1,0,0,1,15,0
4,1,0,2,2,43,0
4,1,1,1,1,36,0
4,1,0,0,1,15,0
4,1,0,2,2,57,0
4,1,1,1,2,49,0
4,1,1,0,2,25,0
4,1,0,0,1,15,0
4,1,0,2,2,41,0
4,1,1,1,1,30,0
4,1,1,0,1,6,0
4,1,0,2,2,52,0
4,1,1,1,1,48,0
4,1,1,0,2,24,0
4,1,0,0,1,20,0
4,1,1,0,1,15,0
4,1,0,2,5,53,0
4,1,0,3,2,26,0
4,1,1,3,1,13,0
4,1,0,2,0,52,0
4,1,1,1,0,34,0
4,1,1,0,2,33,0
4,0,1,0,2,28,0
4,0,0,2,2,28,0
4,1,1,1,2,25,0
4,1,1,0,1,4,0
4,1,0,2,5,68,0
4,1,1,1,1,55,0
4,1,0,0,2,28,0
4,1,0,2,2,55,0
4,1,1,0,2,26,0
4,1,1,0,2,24,0
4,1,1,2,2,49,0
4,1,0,0,1,19,0
4,1,0,0,1,18,0
4,1,0,2,2,36,0
4,1,1,1,1,34,0
4,1,0,0,1,10,0
4,1,1,0,1,5,0
4,0,0,2,2,44,0
4,1,1,1,2,39,0
4,1,1,0,2,8,0
4,1,0,2,2,37,0
4,1,1,1,2,36,0
4,1,0,0,1,11,0
4,0,0,2,2,53,0
4,0,1,1,2,47,0
4,0,1,0,1,15,0
4,0,1,0,1,14,0
4,1,0,2,2,39,0
4,1,1,1,4,42,0
4,1,0,0,1,14,0
4,1,0,0,1,6,0
4,1,0,2,2,38,0
4,1,1,1,2,33,0
4,1,1,0,1,8,0
4,1,1,0,1,4,0
4,1,0,2,2,51,0
4,1,0,0,2,25,0
4,1,0,0,1,21,1
4,1,0,2,2,63,0
4,1,1,1,2,58,0
4,1,1,0,2,31,0
4,1,0,2,7,51,0
4,1,1,1,7,51,0
4,1,0,0,1,23,0
4,1,1,0,1,21,0
4,0,0,0,1,17,0
4,1,0,0,1,14,0
4,1,0,2,2,35,0
4,1,1,1,0,32,0
4,1,0,0,1,7,0
4,1,1,3,5,64,0
4,0,0,2,2,51,0
4,0,1,1,1,48,0
4,0,0,0,2,25,0
4,0,0,0,1,21,0
4,0,0,0,1,18,0
4,0,0,0,1,12,0
4,1,0,2,2,49,0
4,0,1,1,1,41,0
4,1,0,0,1,20,0
4,1,1,0,1,14,0
4,1,0,2,2,52,0
4,1,1,1,1,43,0
4,1,0,0,1,23,0
4,1,1,0,1,17,0
4,1,1,0,1,13,0
4,1,0,2,3,43,0
4,1,1,1,2,48,0
4,1,0,0,1,16,0
4,1,0,0,1,15,0
4,1,0,2,2,53,0
4,1,1,1,2,49,0
4,1,1,0,1,21,0
4,1,1,0,1,16,0
4,1,0,2,4,33,0
4,1,1,1,4,33,0
4,1,0,0,1,10,0
4,1,1,0,1,6,0
4,1,0,2,0,27,0
4,1,1,1,1,28,1
4,1,0,0,1,4,0
4,1,0,2,0,67,0
4,1,1,0,2,22,0
4,1,0,2,2,40,0
4,1,1,1,1,41,0
4,1,0,0,1,13,0
4,1,0,0,1,3,0
4,1,0,2,2,44,0
4,1,1,1,2,42,0
4,1,1,0,1,20,0
4,1,0,2,5,44,0
4,1,1,1,2,43,0
4,1,1,0,1,10,0
4,1,1,2,2,53,0
4,1,0,0,2,30,0
4,1,0,0,1,22,0
4,1,0,0,1,20,0
4,1,0,2,0,52,0
4,1,1,1,1,43,0
4,1,1,0,1,19,0
4,1,1,0,1,16,0
4,1,0,2,0,67,0
4,0,1,1,1,62,0
4,1,0,0,2,27,0
4,1,0,2,4,43,0
4,1,1,1,4,44,0
4,1,0,0,1,14,0
4,1,1,0,1,11,0
4,1,0,2,2,45,0
4,1,1,1,1,53,0
4,0,0,0,1,24,0
4,1,1,0,1,19,0
4,1,0,2,2,46,0
4,1,1,1,0,52,0
4,1,0,0,2,29,0
4,1,0,0,1,18,0
4,0,0,2,2,29,0
4,0,1,1,1,22,0
4,1,1,0,1,2,0
4,1,1,2,1,75,0
4,1,0,0,1,50,0
4,1,1,0,2,42,0
4,0,0,2,7,54,0
4,0,1,1,1,49,0
4,0,0,0,1,15,0
4,1,0,2,4,58,0
4,1,1,1,4,46,0
4,1,0,0,2,21,0
4,1,1,0,1,14,0
4,1,0,2,4,61,0
4,0,1,1,4,54,1
4,1,1,0,2,30,0
4,1,0,0,2,23,0
4,1,0,2,4,40,0
4,1,1,1,1,38,0
4,1,0,0,1,12,0
4,1,0,0,1,8,0
4,1,0,2,2,62,0
4,1,1,1,1,54,0
4,1,1,0,2,30,0
4,1,0,0,2,20,0
4,1,0,2,1,68,0
4,1,1,1,4,46,0
4,1,0,2,2,50,0
4,1,1,1,2,43,0
4,1,0,0,1,20,0
4,1,0,0,1,11,0
4,1,0,2,2,37,0
4,1,1,1,2,37,0
4,1,0,0,1,9,0
4,1,0,0,1,2,0
4,1,0,2,3,58,0
4,1,1,1,4,49,0
4,1,0,0,1,16,0
4,1,0,2,2,36,0
4,1,1,1,2,35,0
4,1,0,0,1,13,0
4,1,0,0,1,7,0
4,0,1,2,4,55,0
4,1,1,0,2,23,0
4,0,0,2,2,38,0
4,1,1,1,1,41,0
4,0,1,0,1,15,0
4,0,0,2,2,53,0
4,0,1,1,1,43,0
4,0,0,0,1,23,0
4,0,0,0,1,21,0
4,0,0,0,1,16,0
4,1,0,2,4,58,0
4,1,1,1,4,51,0
4,1,1,0,1,31,0
4,1,1,0,1,24,0
4,1,1,0,1,24,0
4,1,0,0,1,22,0
4,1,1,0,1,18,0
4,1,0,2,4,45,0
4,1,1,1,4,39,0
4,1,0,0,1,18,0
4,1,1,0,1,10,0
4,1,0,0,1,5,0
4,1,0,2,2,52,0
4,1,1,1,1,47,0
4,1,1,0,2,23,0
4,1,1,0,1,16,0
4,1,1,0,1,9,0
1,1,0,2,0,61,0
1,1,1,1,0,58,0
1,1,0,0,1,21,0
1,1,0,2,0,38,0
1,1,1,1,1,36,0
1,1,0,0,1,6,0
1,1,1,0,1,8,0
1,1,1,0,1,9,0
1,1,1,0,1,19,0
1,1,0,2,0,35,0
1,1,1,1,1,33,0
1,1,0,0,1,7,0
1,1,0,0,1,10,0
1,1,0,2,2,34,0
1,1,1,1,2,34,0
1,1,1,0,1,5,0
1,1,1,0,1,8,0
1,1,1,3,1,63,0
1,1,0,2,0,45,0
1,1,1,1,1,44,0
1,1,0,3,1,21,0
1,1,1,2,0,43,1
1,1,1,0,1,9,0
1,1,1,0,1,11,0
1,1,0,2,0,29,0
1,1,1,1,0,29,1
1,1,1,0,1,5,0
1,1,0,2,2,51,0
1,1,1,1,1,45,0
1,1,0,0,1,7,0
1,0,1,0,1,21,0
1,1,0,2,3,45,0
1,1,1,1,3,40,0
1,1,0,0,1,15,0
1,1,0,0,1,20,0
1,1,0,3,2,22,0
1,1,0,2,4,58,0
1,1,1,1,1,45,0
1,1,1,0,1,5,0
1,1,0,0,1,9,0
1,0,0,0,1,10,0
1,1,0,0,1,16,0
1,1,0,0,1,21,0
1,0,0,0,1,24,0
1,1,0,0,1,27,0
1,1,0,2,0,43,0
1,1,1,1,1,41,0
1,1,1,0,1,13,0
1,1,0,0,1,17,0
1,1,1,2,0,52,1
1,1,0,0,1,14,0
1,1,0,0,0,22,0
1,1,0,2,0,71,0
1,1,1,1,1,61,0
1,1,0,0,0,26,0
1,1,0,2,0,38,0
1,1,1,1,0,33,0
1,1,0,0,1,4,0
1,1,0,0,1,11,0
1,1,0,2,2,39,0
1,0,1,1,1,38,0
1,1,0,0,1,8,0
1,1,1,0,1,10,0
1,1,1,2,0,48,1
1,1,1,0,1,19,0
1,0,0,2,3,54,0
1,1,1,0,1,14,0
1,0,1,0,1,17,0
1,1,1,0,1,19,0
1,1,1,0,1,21,0
1,1,0,0,1,23,0
1,1,1,0,1,27,0
1,1,0,2,0,54,0
1,1,1,1,0,54,1
1,1,0,0,1,15,0
1,1,1,0,1,22,0
1,1,0,0,3,29,0
1,1,0,2,3,40,0
1,1,1,1,4,38,0
1,1,0,0,1,9,0
1,1,1,0,1,13,0
1,1,0,2,3,46,0
1,1,1,1,1,44,0
1,1,1,0,1,9,0
1,1,1,0,1,12,0
1,1,0,0,1,14,0
1,1,0,2,2,38,0
1,1,1,1,0,38,0
1,1,0,0,1,13,0
1,1,0,2,0,44,0
1,1,1,1,0,42,0
1,1,1,0,1,9,0
1,1,1,0,1,11,0
1,1,0,0,1,17,0
1,1,1,0,2,20,0
1,1,0,2,0,42,0
1,1,1,1,3,43,1
1,1,1,0,1,6,0
1,1,0,2,3,49,0
1,1,1,1,3,39,0
1,1,1,0,1,6,0
1,1,0,0,1,7,0
1,1,0,0,1,9,0
1,1,0,0,1,12,0
1,1,0,0,1,14,0
1,1,0,2,3,48,1
1,1,1,1,4,45,0
1,1,0,0,1,4,0
1,1,0,0,1,16,0
1,1,1,0,2,22,0
1,1,0,0,0,27,0
1,1,1,2,0,60,1
1,1,1,0,1,28,0
1,1,0,2,4,42,0
1,1,1,1,1,32,0
1,1,0,0,1,6,0
1,1,1,0,1,11,0
1,1,1,2,1,80,1
1,1,0,2,0,43,0
1,1,1,1,1,41,1
1,1,0,0,1,5,0
1,1,1,0,1,16,0
1,1,0,0,1,18,0
1,1,1,3,1,62,0
1,1,1,2,0,37,1
1,1,1,0,1,3,0
1,1,0,0,1,6,0
1,1,1,0,1,10,0
1,1,0,0,1,13,0
1,0,1,0,1,14,0
1,1,0,2,0,35,0
1,1,1,1,1,37,0
1,1,1,0,1,11,0
1,1,0,2,0,63,0
1,1,1,1,0,54,1
1,1,1,0,1,13,0
1,1,0,0,1,18,0
1,1,1,0,1,21,0
1,1,0,2,3,55,0
1,1,1,1,2,43,1
1,1,1,0,1,7,0
1,0,0,0,1,15,0
1,1,0,0,1,21,0
1,1,0,0,1,23,0
1,1,1,2,0,57,1
1,1,0,0,1,19,0
1,1,0,2,0,23,0
1,1,1,1,1,22,0
1,1,0,0,1,5,0
1,1,0,2,2,56,0
1,1,0,0,1,25,0
1,1,0,0,1,28,0
1,1,0,2,2,41,0
1,1,1,1,3,35,0
1,1,1,0,1,3,0
1,1,1,0,1,5,0
1,1,0,0,1,9,0
1,1,1,0,6,12,0
1,1,0,2,0,33,0
1,1,1,1,0,30,0
1,1,1,0,1,2,0
1,1,0,0,1,4,0
1,1,1,0,1,9,0
1,1,0,2,0,35,0
1,1,1,1,3,47,1
1,1,1,0,1,7,0
1,0,0,0,1,15,0
1,1,0,2,0,59,0
1,1,1,1,1,49,1
1,1,0,0,1,14,0
1,1,1,0,1,15,0
1,1,1,0,1,22,0
1,1,0,0,1,29,0
1,0,0,2,0,52,0
1,1,1,1,1,39,0
1,1,0,0,1,8,0
1,1,1,0,1,16,0
1,1,1,3,5,84,0
1,1,0,2,3,34,0
1,1,1,1,3,34,0
1,1,0,0,1,4,0
1,1,1,0,1,7,0
1,1,1,2,1,84,1
1,1,0,0,0,42,0
1,1,0,0,0,45,0
1,1,0,2,0,61,0
1,1,1,1,1,58,0
1,1,1,0,1,15,0
1,1,1,0,1,20,0
1,1,0,0,2,31,0
1,1,1,2,1,88,1
1,1,1,0,1,68,1
1,1,1,3,1,12,0
1,0,0,3,0,41,0
1,1,0,3,0,45,0
1,1,0,2,0,45,0
1,1,1,1,1,37,0
1,1,1,0,1,7,0
1,1,1,0,1,13,0
1,1,0,0,1,15,0
1,1,0,2,0,61,0
1,1,1,1,0,58,1
1,1,0,0,1,20,0
1,1,0,0,1,20,0
1,1,0,0,0,39,0
1,1,0,2,0,73,0
1,1,1,1,1,66,1
1,1,0,2,0,61,0
1,1,1,1,1,54,1
1,1,1,0,1,20,0
1,1,1,0,0,25,0
1,1,1,0,0,25,0
1,0,1,0,3,28,0
1,1,1,2,0,66,1
1,1,1,0,1,20,0
1,1,1,0,1,27,0
1,1,0,2,3,56,0
1,1,1,1,1,48,0
1,1,1,0,1,18,0
1,1,0,0,2,24,0
1,1,1,2,0,48,1
1,1,1,0,1,9,0
1,1,1,0,1,12,0
1,1,1,0,1,16,0
1,1,0,0,1,20,0
1,1,0,2,3,38,0
1,1,1,1,1,38,0
1,0,1,0,1,11,0
1,1,1,2,3,57,1
1,1,1,0,1,16,0
1,1,0,0,1,26,0
1,1,0,0,1,28,0
1,1,0,2,3,52,0
1,1,1,1,1,48,1
1,1,0,0,1,10,0
1,1,0,0,1,14,0
1,1,1,0,1,21,0
1,1,0,0,3,29,0
1,1,0,2,0,36,0
1,1,1,1,1,34,0
1,1,1,0,1,5,0
1,1,0,0,1,7,0
1,1,1,0,1,10,0
1,1,1,0,1,11,0
1,1,0,2,3,39,0
1,1,1,1,1,39,1
1,1,0,0,1,2,0
1,1,1,0,1,15,0
1,1,0,2,3,50,0
1,0,1,1,1,33,0
1,1,0,0,1,7,0
1,1,1,0,1,9,0
1,1,1,0,1,11,0
1,1,1,0,1,13,0
1,1,0,2,0,41,0
1,1,1,1,1,33,1
1,1,0,0,1,6,0
1,1,1,0,1,12,0
1,1,0,2,0,39,0
1,1,1,1,1,37,0
1,1,1,0,1,4,0
1,1,0,0,1,14,0
1,1,0,0,1,16,0
1,1,0,2,3,48,0
1,1,1,1,1,41,1
1,1,0,0,1,4,0
1,1,1,0,1,7,0
1,1,0,0,1,12,0
1,1,1,0,1,20,0
1,1,1,2,0,66,1
1,1,0,0,0,26,0
1,1,1,2,3,54,1
1,1,0,0,1,17,0
1,1,1,0,1,19,0
1,0,1,0,1,25,0
1,1,1,0,1,28,0
1,1,0,2,3,58,0
1,1,1,1,3,54,0
1,0,0,0,1,22,0
1,1,0,2,3,66,0
1,1,1,1,1,63,1
1,1,0,0,3,24,0
1,1,0,0,1,34,0
1,1,0,0,3,38,0
1,1,0,2,3,41,0
1,1,1,1,1,43,0
1,1,0,0,1,11,0
1,1,1,0,1,13,0
1,1,0,0,1,21,0
1,1,0,2,3,51,0
1,1,0,3,1,55,0
1,1,1,3,1,57,1
1,1,1,3,3,61,0
1,0,1,3,2,66,0
1,1,0,2,4,46,0
1,1,1,1,1,36,1
1,0,1,0,1,8,0
1,1,0,0,1,13,0
1,1,1,0,1,17,0
1,1,0,2,0,47,0
1,1,1,1,0,37,0
1,1,0,0,1,5,0
1,1,1,0,1,9,0
1,1,1,0,1,17,0
1,1,1,2,5,72,1
1,1,1,0,2,38,0
1,1,1,0,2,42,0
1,1,0,2,0,44,0
1,1,1,1,1,35,0
1,1,0,0,1,5,0
1,1,1,0,1,7,0
1,1,0,2,3,35,0
1,1,1,1,3,32,0
1,1,0,0,1,4,0
1,1,0,0,1,10,0
1,0,0,2,3,44,0
1,0,1,1,1,40,1
1,0,0,0,1,9,0
1,0,0,2,0,32,0
1,0,1,1,1,33,0
1,1,1,0,1,7,0
1,0,0,0,1,9,0
1,0,0,0,1,13,0
1,0,0,0,1,16,0
1,1,0,2,4,58,0
1,1,1,1,1,50,1
1,1,1,0,1,23,0
1,1,0,0,2,31,0
1,1,0,2,3,46,0
1,1,1,1,1,40,1
1,1,1,0,1,9,0
1,1,1,0,1,11,0
1,1,0,0,1,15,0
1,1,0,0,1,20,0
1,1,0,2,0,38,0
1,1,1,1,1,44,1
1,1,0,0,1,12,0
1,1,1,0,1,15,0
1,1,0,2,0,68,0
1,1,1,1,1,60,1
1,1,0,0,1,17,0
1,1,1,0,2,24,0
1,0,1,0,2,26,0
1,1,0,0,2,28,0
1,1,0,2,3,54,0
1,1,1,1,1,54,1
1,0,1,0,1,15,0
1,1,0,0,1,26,0
1,0,1,0,1,31,0
1,1,0,2,3,53,0
1,1,1,1,1,49,1
1,1,1,0,1,9,0
1,1,1,0,1,14,0
1,1,1,0,1,22,0
1,1,0,0,2,27,0
1,1,0,2,3,55,0
1,1,1,0,1,22,0
1,1,0,0,2,28,0
1,1,1,3,1,65,1
1,1,0,2,0,57,0
1,1,1,1,4,56,0
1,1,1,0,1,20,0
1,1,0,2,3,49,0
1,1,1,1,1,40,1
1,1,1,0,1,5,0
1,1,1,0,1,8,0
1,1,1,0,1,9,0
1,1,0,0,1,10,0
1,1,0,2,0,35,0
1,1,1,1,1,38,1
1,1,1,0,1,6,0
1,1,1,0,1,11,0
1,1,1,2,0,54,1
1,1,0,0,1,14,0
1,1,0,0,0,32,0
1,1,0,2,0,73,0
1,0,1,1,0,65,0
1,1,0,0,4,33,0
1,1,1,3,1,9,0
1,1,0,3,1,16,0
1,1,1,3,1,51,1
1,1,1,3,1,93,1
1,1,0,2,2,48,0
1,1,1,1,1,39,0
1,1,1,0,1,8,0
1,1,1,0,1,9,0
1,1,1,0,1,13,0
1,1,1,0,1,20,0
1,1,0,2,3,38,0
1,1,1,1,2,43,0
1,1,0,0,1,6,0
1,1,1,0,1,7,0
1,1,0,0,1,15,0
1,1,1,0,3,28,0
1,1,0,2,3,51,0
1,1,1,1,1,46,1
1,1,0,0,1,13,0
1,1,1,0,1,21,0
1,1,1,0,1,23,0
1,1,0,2,4,46,0
1,1,1,1,1,38,1
1,1,1,0,1,3,0
1,1,1,0,1,15,0
1,1,0,0,1,20,0
1,1,0,2,0,68,1
1,1,1,1,1,65,1
1,1,1,0,0,22,0
1,1,0,0,0,29,0
1,1,0,0,0,45,0
1,1,0,2,0,68,0
1,1,1,1,0,55,0
1,1,0,0,1,29,0
1,1,1,2,0,57,1
1,1,0,0,1,21,0
1,1,0,0,1,23,0
1,1,1,2,0,48,1
1,0,0,0,1,7,0
1,0,0,0,1,14,0
1,1,0,0,1,16,0
1,0,1,0,1,20,0
1,0,0,0,2,28,0
1,1,0,2,0,66,0
1,1,1,1,4,64,1
1,1,0,0,1,27,0
1,1,0,2,3,63,0
1,1,1,1,3,54,0
1,1,1,0,1,17,0
1,1,0,0,0,25,0
1,1,1,0,1,28,0
1,1,0,2,0,73,0
1,1,1,1,0,69,1
1,1,1,0,0,45,0
1,1,1,3,0,56,0
1,1,1,3,1,90,0
1,0,0,2,3,48,0
1,1,1,1,1,41,1
1,1,1,0,1,17,0
1,0,0,0,1,8,0
1,0,0,2,0,48,0
1,0,1,1,0,36,0
1,1,0,0,1,10,0
1,1,1,2,1,70,1
2,1,0,2,0,42,0
2,1,1,1,1,40,1
2,1,1,0,1,8,0
2,0,0,0,1,10,0
2,1,0,0,1,15,0
2,1,0,2,0,61,0
2,1,1,1,1,65,1
2,1,0,0,0,30,0
2,0,0,0,0,41,0
2,1,0,2,0,36,0
2,1,1,1,1,27,0
2,1,0,0,1,5,0
2,1,0,0,1,6,0
2,1,0,2,2,33,0
2,1,1,1,1,30,0
2,1,0,0,1,5,0
2,1,0,0,1,11,0
2,1,0,2,0,42,0
2,0,1,1,1,40,0
2,1,0,0,1,5,0
2,1,0,0,1,10,0
2,1,1,0,1,17,0
2,1,0,2,2,41,0
2,1,1,1,2,39,0
2,0,1,0,1,18,0
2,1,0,2,4,49,0
2,1,1,1,4,39,0
2,1,0,0,1,18,0
2,1,0,2,2,45,0
2,1,1,1,1,41,1
2,1,0,0,1,10,0
2,1,1,0,1,15,0
2,1,0,0,1,16,0
2,1,0,0,1,19,0
2,1,0,2,3,47,0
2,0,1,1,1,43,0
2,1,0,0,1,8,0
2,1,0,0,1,9,0
2,1,0,0,1,15,0
2,1,0,0,2,21,0
2,1,0,2,0,49,0
2,1,0,3,0,47,0
2,1,0,2,4,52,0
2,1,1,1,1,50,0
2,1,0,0,2,22,0
2,1,0,0,2,22,0
2,1,0,0,2,23,0
2,1,0,2,2,46,0
2,1,1,1,1,43,0
2,1,1,0,1,7,0
2,1,0,0,1,11,0
2,1,0,0,1,17,0
2,1,0,2,4,52,0
2,1,1,1,4,49,0
2,1,1,0,1,12,0
2,1,1,0,1,21,0
2,1,0,2,1,88,0
2,1,1,1,1,65,1
2,1,0,0,2,26,0
2,1,1,0,2,33,0
2,1,0,2,0,48,0
2,1,1,1,1,39,0
2,1,1,0,1,3,0
2,1,0,0,1,14,0
2,1,0,0,1,20,0
2,1,0,2,0,48,0
2,1,1,1,2,39,0
2,1,0,0,1,7,0
2,1,1,0,1,10,0
2,1,0,0,1,14,0
2,1,0,2,0,54,0
2,1,1,1,1,51,0
2,1,0,0,2,23,0
2,1,0,0,2,28,0
2,1,0,2,0,37,0
2,1,1,1,2,32,0
2,1,0,0,1,8,0
2,1,1,0,1,10,0
2,1,0,2,2,42,0
2,1,1,1,1,32,0
2,1,0,0,1,11,0
2,1,0,0,1,18,0
2,1,0,2,2,39,0
2,1,1,1,2,39,0
2,1,1,0,1,13,0
2,1,0,2,2,64,0
2,1,1,1,1,55,0
2,1,0,0,1,28,0
2,1,0,0,1,37,0
2,1,0,2,0,64,0
2,1,1,1,1,62,0
2,1,0,0,0,27,0
2,1,0,0,0,31,0
2,1,0,2,3,37,0
2,1,1,1,1,36,0
2,1,0,0,1,3,0
2,1,1,0,1,8,0
2,1,1,0,1,12,0
2,0,0,2,3,57,0
2,0,1,1,2,49,0
2,0,1,0,1,7,0
2,1,0,0,1,13,0
2,1,1,2,4,64,1
2,1,0,0,1,24,0
2,1,0,2,0,69,0
2,1,1,1,1,65,0
2,1,0,0,0,24,0
2,1,0,0,2,27,0
2,1,0,0,0,29,0
2,0,1,0,2,38,0
2,1,0,0,2,41,0
2,1,1,2,1,63,1
2,1,0,0,1,33,0
2,1,1,0,0,35,0
2,1,0,0,0,40,0
2,0,0,2,0,40,1
2,0,1,1,2,35,0
2,0,1,0,1,11,0
2,0,0,0,1,14,0
2,1,0,2,0,47,0
2,1,1,1,0,45,1
2,1,0,0,1,7,0
2,1,0,0,1,18,0
2,1,0,0,1,24,0
2,1,0,2,0,50,0
2,1,1,1,0,47,1
2,1,1,0,1,11,0
2,1,0,0,1,15,0
2,1,0,0,2,24,0
2,1,0,2,3,65,0
2,1,1,1,4,56,0
2,1,0,0,1,18,0
2,0,0,0,1,19,0
2,1,1,0,1,23,0
2,1,1,0,2,26,0
2,1,0,2,2,48,0
2,1,1,1,2,49,0
2,1,0,0,1,20,0
2,1,1,0,1,23,0
2,1,1,2,1,67,1
2,0,1,0,1,30,0
2,0,0,0,1,32,0
2,1,0,2,2,34,0
2,1,1,1,1,35,0
2,1,0,0,1,5,0
2,0,1,0,1,8,0
2,1,0,0,1,13,0
2,1,0,2,0,55,0
2,1,1,1,1,53,0
2,1,1,0,1,20,0
2,1,0,0,2,31,0
2,1,0,2,2,55,0
2,1,1,1,2,49,1
2,1,0,0,1,8,0
2,1,1,0,1,20,0
2,1,0,2,0,55,0
2,1,1,1,1,51,1
2,1,0,0,1,18,0
2,1,1,0,2,24,0
2,1,0,3,0,53,0
2,1,0,2,2,55,0
2,1,1,1,1,53,0
2,1,1,0,1,15,0
2,1,1,0,1,23,0
2,0,1,0,1,28,0
2,1,0,2,3,71,0
2,1,1,1,3,69,0
2,1,1,0,1,32,0
2,0,1,0,1,46,0
2,1,0,2,3,33,0
2,1,1,1,2,48,0
2,1,1,0,1,8,0
2,1,0,0,2,10,0
2,1,0,2,0,58,0
2,1,1,1,4,59,1
2,1,1,0,0,20,0
2,1,0,0,2,22,0
2,1,1,0,0,24,0
2,1,1,0,0,28,0
2,0,0,2,2,41,0
2,1,1,1,4,41,0
2,0,1,0,1,12,0
2,1,1,0,1,14,0
2,0,0,0,1,20,0
2,1,0,2,0,62,0
2,1,1,1,1,60,0
2,1,1,0,1,19,0
2,1,1,3,1,93,0
2,1,0,2,0,28,0
2,1,0,3,1,22,0
2,1,0,2,0,57,0
2,1,1,1,0,56,0
2,1,0,0,1,12,0
2,1,0,0,0,25,0
2,1,1,0,0,28,0
2,1,0,2,3,49,0
2,1,1,1,3,49,0
2,0,1,0,1,21,0
2,1,0,0,2,26,0
2,1,0,2,0,54,0
2,1,1,1,4,50,0
2,1,0,0,1,18,0
2,1,0,2,4,49,0
2,1,1,1,0,48,1
2,1,1,0,1,16,0
2,1,0,2,4,58,0
2,1,1,1,4,50,0
2,1,1,0,1,4,0
2,1,0,0,1,19,0
2,0,0,0,1,29,0
2,1,0,2,0,53,0
2,1,1,1,0,49,0
2,1,1,0,2,22,0
2,1,0,0,2,28,0
2,1,0,2,0,30,0
2,1,1,1,0,27,0
2,1,0,0,1,5,0
2,1,1,0,1,7,0
2,1,0,2,0,36,0
2,1,1,1,0,32,1
2,1,0,0,1,3,0
2,1,1,0,1,9,0
2,1,0,2,0,38,0
2,1,1,1,2,38,0
2,1,0,0,1,11,0
2,1,1,3,1,68,0
2,1,0,2,3,46,0
2,1,1,1,1,40,0
2,1,0,0,1,10,0
2,1,1,0,1,18,0
2,1,0,2,3,34,0
2,1,1,1,1,33,0
2,1,0,0,1,4,0
2,0,1,0,1,12,0
2,1,0,2,0,36,0
2,1,1,1,0,36,0
2,1,1,0,1,9,0
2,1,0,0,1,17,0
2,1,1,2,0,54,1
2,1,1,3,1,65,1
2,1,0,2,3,52,0
2,1,1,1,2,38,0
2,1,0,0,1,15,0
2,1,0,0,1,18,0
2,1,0,2,0,56,0
2,1,1,1,1,62,0
2,1,0,0,1,25,0
2,1,0,0,2,28,0
2,1,0,0,1,29,0
2,1,1,0,2,31,0
2,1,0,0,2,33,0
2,1,0,2,2,33,0
2,1,1,1,2,35,0
2,1,0,0,1,9,0
2,1,1,3,1,72,0
2,0,0,2,0,50,0
2,0,1,1,1,49,1
2,0,1,0,1,17,0
2,0,0,0,1,19,0
2,0,1,0,1,22,0
2,0,1,0,2,28,0
2,1,0,2,2,37,0
2,1,1,1,1,30,0
2,1,1,0,1,7,0
2,1,0,0,1,11,0
2,1,0,2,3,41,0
2,1,1,1,1,35,0
2,1,0,0,1,7,0
2,1,0,0,1,13,0
2,1,0,2,0,46,0
2,1,1,1,1,39,0
2,1,0,0,1,8,0
2,1,0,0,1,16,0
2,0,0,2,0,41,0
2,0,1,1,0,40,0
2,0,0,0,1,6,0
2,0,1,0,1,11,0
2,0,0,0,1,19,0
2,1,1,2,1,46,1
2,1,0,0,1,12,0
2,1,1,0,1,21,0
2,1,1,0,1,24,0
