"No","Kecamatan","DesilKesejahteraan","PrioritasVerval","JenisKelamin","HubungaKepalaKeluarga","Pekerjaan","Usia2023","PenerimaSEMBAKO"
"53230","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","22","Tidak"
"53231","KOTA KUDUS","3","Normal","Perempuan","Anak","1","25","Tidak"
"53232","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","23","Tidak"
"53233","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","1","23","Tidak"
"53234","KOTA KUDUS","3","Normal","Perempuan","Anak","1","6","Tidak"
"53235","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","43","Tidak"
"53236","KOTA KUDUS","3","Normal","Perempuan","Istri","1","37","Tidak"
"53237","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"53238","KOTA KUDUS","3","Normal","Perempuan","Anak","1","8","Tidak"
"53239","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","1","83","Tidak"
"53240","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","1","77","Tidak"
"53241","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","36","Tidak"
"53242","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","33","Tidak"
"53243","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","27","Tidak"
"53244","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","17","Tidak"
"53245","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","54","Tidak"
"53246","KOTA KUDUS","3","Normal","Perempuan","Istri","4","51","Tidak"
"53247","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","25","Tidak"
"53248","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","22","Tidak"
"53249","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","20","Tidak"
"53250","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","13","Tidak"
"53251","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","1","70","Tidak"
"53252","KOTA KUDUS","3","Normal","Perempuan","Istri","1","66","Tidak"
"53253","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","36","Ya"
"53254","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","0","36","Tidak"
"53255","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","0","34","Tidak"
"53256","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","9","Tidak"
"53257","KOTA KUDUS","3","Normal","Perempuan","Anak","1","2","Tidak"
"53258","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","56","Tidak"
"53259","KOTA KUDUS","3","Normal","Perempuan","Istri","1","51","Tidak"
"53260","KOTA KUDUS","3","Normal","Perempuan","Anak","2","25","Tidak"
"53261","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","0","64","Ya"
"53262","KOTA KUDUS","3","Normal","Laki-laki","Lainnya","0","30","Tidak"
"53263","KOTA KUDUS","3","Normal","Perempuan","Lainnya","0","28","Tidak"
"53264","KOTA KUDUS","3","Normal","Perempuan","Lainnya","2","20","Tidak"
"53265","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","1","79","Ya"
"53266","KOTA KUDUS","3","Normal","Perempuan","Anak","0","55","Tidak"
"53267","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","46","Tidak"
"53268","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","37","Tidak"
"53269","KOTA KUDUS","3","Normal","Perempuan","Istri","1","35","Tidak"
"53270","KOTA KUDUS","3","Normal","Perempuan","Anak","1","11","Tidak"
"53271","KOTA KUDUS","3","Normal","Perempuan","Anak","1","9","Tidak"
"53272","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","36","Tidak"
"53273","KOTA KUDUS","3","Normal","Perempuan","Istri","1","34","Tidak"
"53274","KOTA KUDUS","3","Normal","Perempuan","Anak","1","16","Tidak"
"53275","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","14","Tidak"
"53276","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","8","Tidak"
"53277","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","66","Tidak"
"53278","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","21","Tidak"
"53279","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","13","Tidak"
"53280","KOTA KUDUS","3","Normal","Laki-laki","Lainnya","5","39","Tidak"
"53281","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","50","Tidak"
"53282","KOTA KUDUS","3","Normal","Perempuan","Istri","1","41","Ya"
"53283","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","8","Tidak"
"53284","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","51","Tidak"
"53285","KOTA KUDUS","3","Normal","Perempuan","Istri","4","45","Tidak"
"53286","KOTA KUDUS","3","Normal","Perempuan","Anak","2","23","Tidak"
"53287","KOTA KUDUS","3","Normal","Perempuan","Anak","1","22","Tidak"
"53288","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","18","Tidak"
"53289","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","10","Tidak"
"53290","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","2","27","Tidak"
"53291","KOTA KUDUS","3","Normal","Perempuan","Anak","1","8","Tidak"
"53292","KOTA KUDUS","3","Normal","Perempuan","Anak","1","5","Tidak"
"53293","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","55","Tidak"
"53294","KOTA KUDUS","3","Normal","Perempuan","Istri","0","46","Tidak"
"53295","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","20","Tidak"
"53296","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","16","Tidak"
"53297","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","54","Tidak"
"53298","KOTA KUDUS","3","Normal","Perempuan","Istri","2","44","Tidak"
"53299","KOTA KUDUS","3","Normal","Perempuan","Anak","2","24","Tidak"
"53300","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","15","Tidak"
"53301","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","1","59","Tidak"
"53302","KOTA KUDUS","3","Normal","Perempuan","Istri","0","52","Tidak"
"53303","KOTA KUDUS","3","Normal","Perempuan","Anak","0","26","Tidak"
"53304","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","23","Tidak"
"53305","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","22","Tidak"
"53306","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","53","Tidak"
"53307","KOTA KUDUS","3","Normal","Perempuan","Istri","1","49","Tidak"
"53308","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","22","Tidak"
"53309","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","16","Tidak"
"53310","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","1","70","Tidak"
"53311","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","0","43","Tidak"
"53312","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","39","Tidak"
"53313","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","31","Tidak"
"53314","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","69","Tidak"
"53315","KOTA KUDUS","3","Normal","Perempuan","Istri","1","63","Tidak"
"53316","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","2","30","Tidak"
"53317","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","55","Tidak"
"53318","KOTA KUDUS","3","Normal","Perempuan","Istri","0","51","Tidak"
"53319","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"53320","KOTA KUDUS","3","Normal","Perempuan","Anak","1","10","Tidak"
"53321","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","62","Tidak"
"53322","KOTA KUDUS","3","Normal","Perempuan","Istri","1","61","Tidak"
"53323","KOTA KUDUS","3","Normal","Laki-laki","Anak","0","34","Tidak"
"53324","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","22","Tidak"
"53325","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","72","Tidak"
"53326","KOTA KUDUS","3","Normal","Perempuan","Istri","1","69","Tidak"
"53327","KOTA KUDUS","3","Normal","Perempuan","Lainnya","1","71","Tidak"
"53328","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","60","Tidak"
"53329","KOTA KUDUS","3","Normal","Perempuan","Istri","1","49","Tidak"
"53330","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","27","Tidak"
"53331","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","26","Tidak"
"53332","KOTA KUDUS","3","Normal","Perempuan","Anak","1","13","Tidak"
"53333","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","55","Tidak"
"53334","KOTA KUDUS","3","Normal","Perempuan","Istri","7","53","Tidak"
"53335","KOTA KUDUS","3","Normal","Perempuan","Anak","1","21","Tidak"
"53336","KOTA KUDUS","3","Normal","Perempuan","Anak","1","14","Tidak"
"53337","KOTA KUDUS","3","Normal","Perempuan","Anak","1","14","Tidak"
"53338","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","45","Tidak"
"53339","KOTA KUDUS","3","Normal","Perempuan","Istri","1","43","Tidak"
"53340","KOTA KUDUS","3","Normal","Perempuan","Anak","1","17","Tidak"
"53341","KOTA KUDUS","3","Normal","Perempuan","Anak","1","6","Tidak"
"53342","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","5","71","Tidak"
"53343","KOTA KUDUS","3","Normal","Perempuan","Istri","5","68","Tidak"
"53344","KOTA KUDUS","3","Normal","Perempuan","Lainnya","1","14","Tidak"
"53345","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","44","Tidak"
"53346","KOTA KUDUS","3","Normal","Perempuan","Istri","4","43","Tidak"
"53347","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","1","17","Tidak"
"53348","KOTA KUDUS","3","Normal","Perempuan","Anak","1","16","Tidak"
"53349","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","15","Tidak"
"53350","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","4","41","Tidak"
"53351","KOTA KUDUS","3","Normal","Perempuan","Istri","1","42","Tidak"
"53352","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","16","Tidak"
"53353","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","11","Tidak"
"53354","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Kepala Keluarga","2","40","Tidak"
"53355","KOTA KUDUS","3","Normal","Perempuan","Istri","4","40","Tidak"
"53356","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","15","Tidak"
"53357","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","9","Tidak"
"53358","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","6","Tidak"
"53359","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","36","Tidak"
"53360","KOTA KUDUS","3","Normal","Perempuan","Istri","1","37","Tidak"
"53361","KOTA KUDUS","3","Normal","Perempuan","Anak","1","11","Tidak"
"53362","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","7","Tidak"
"53363","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","6","Tidak"
"53364","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","4","51","Tidak"
"53365","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","25","Tidak"
"53366","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","2","23","Tidak"
"53367","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","42","Tidak"
"53368","KOTA KUDUS","3","Normal","Perempuan","Istri","1","36","Tidak"
"53369","KOTA KUDUS","3","Normal","Perempuan","Anak","1","9","Tidak"
"53370","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","1","68","Ya"
"53371","KOTA KUDUS","3","Normal","Perempuan","Anak","2","45","Tidak"
"53372","KOTA KUDUS","3","Normal","Laki-laki","Lainnya","1","20","Tidak"
"53373","KOTA KUDUS","3","Normal","Perempuan","Lainnya","1","11","Tidak"
"53374","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","60","Tidak"
"53375","KOTA KUDUS","3","Normal","Perempuan","Istri","2","54","Tidak"
"53376","KOTA KUDUS","3","Normal","Perempuan","Anak","1","22","Tidak"
"53377","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","20","Tidak"
"53378","KOTA KUDUS","3","Normal","Perempuan","Kepala Keluarga","1","67","Ya"
"53379","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","46","Tidak"
"53380","KOTA KUDUS","3","Normal","Perempuan","Istri","1","44","Tidak"
"53381","KOTA KUDUS","3","Normal","Laki-laki","Anak","2","19","Tidak"
"53382","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","11","Tidak"
"53383","KOTA KUDUS","3","Normal","Perempuan","Anak","1","3","Tidak"
"53384","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","64","Tidak"
"53385","KOTA KUDUS","3","Normal","Perempuan","Istri","0","49","Tidak"
"53386","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","27","Tidak"
"53387","KOTA KUDUS","3","NIK Duplikat","Perempuan","Anak","1","14","Tidak"
"53388","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","0","37","Tidak"
"53389","KOTA KUDUS","3","Normal","Perempuan","Istri","1","32","Tidak"
"53390","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","6","Tidak"
"53391","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","46","Tidak"
"53392","KOTA KUDUS","3","Normal","Perempuan","Istri","3","42","Tidak"
"53393","KOTA KUDUS","3","Normal","Perempuan","Anak","1","22","Tidak"
"53394","KOTA KUDUS","3","Normal","Perempuan","Anak","1","19","Tidak"
"53395","KOTA KUDUS","3","Normal","Perempuan","Anak","1","10","Tidak"
"53396","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","68","Tidak"
"53397","KOTA KUDUS","3","Normal","Perempuan","Istri","1","70","Ya"
"53398","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","69","Tidak"
"53399","KOTA KUDUS","3","Normal","Laki-laki","Istri","5","66","Tidak"
"53400","KOTA KUDUS","3","Normal","Perempuan","Anak","1","62","Tidak"
"53401","KOTA KUDUS","3","NIK Duplikat","Perempuan","Kepala Keluarga","5","41","Tidak"
"53402","KOTA KUDUS","3","NIK Duplikat","Laki-laki","Anak","1","18","Tidak"
"53403","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","2","49","Tidak"
"53404","KOTA KUDUS","3","NIK Duplikat","Perempuan","Istri","2","37","Tidak"
"53405","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","12","Tidak"
"53406","KOTA KUDUS","3","Normal","Laki-laki","Anak","1","9","Tidak"
"53407","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","87","Ya"
"53408","KOTA KUDUS","3","Normal","Perempuan","Istri","3","83","Ya"
"53409","KOTA KUDUS","3","Normal","Laki-laki","Kepala Keluarga","3","51","Tidak"
"53410","KOTA KUDUS","3","Normal","Perempuan","Anak","4","29","Tidak"
"53411","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","67","Tidak"
"53412","KOTA KUDUS","1","Normal","Perempuan","Istri","0","64","Ya"
"53413","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","64","Tidak"
"53414","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","0","58","Tidak"
"53415","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","18","Tidak"
"53416","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","78","Ya"
"53417","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","23","Tidak"
"53418","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","0","30","Ya"
"53419","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","32","Tidak"
"53420","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","34","Tidak"
"53421","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","36","Tidak"
"53422","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","40","Tidak"
"53423","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","62","Tidak"
"53424","KOTA KUDUS","1","Normal","Perempuan","Istri","1","54","Ya"
"53425","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"53426","KOTA KUDUS","1","Normal","Perempuan","Anak","1","20","Tidak"
"53427","KOTA KUDUS","1","Normal","Perempuan","Lainnya","0","67","Tidak"
"53428","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","73","Tidak"
"53429","KOTA KUDUS","1","Normal","Perempuan","Istri","1","69","Tidak"
"53430","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","38","Tidak"
"53431","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","48","Tidak"
"53432","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","0","54","Tidak"
"53433","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","2","45","Tidak"
"53434","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","14","Tidak"
"53435","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","16","Tidak"
"53436","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","20","Tidak"
"53437","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","70","Tidak"
"53438","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","20","Tidak"
"53439","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","25","Tidak"
"53440","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","27","Tidak"
"53441","KOTA KUDUS","1","Normal","Perempuan","Anak","1","30","Tidak"
"53442","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","33","Tidak"
"53443","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","56","Tidak"
"53444","KOTA KUDUS","1","Normal","Perempuan","Anak","1","17","Tidak"
"53445","KOTA KUDUS","1","Normal","Perempuan","Anak","2","21","Tidak"
"53446","KOTA KUDUS","1","Normal","Laki-laki","Anak","3","32","Tidak"
"53447","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","35","Tidak"
"53448","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","0","62","Ya"
"53449","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","2","28","Tidak"
"53450","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","29","Tidak"
"53451","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","77","Ya"
"53452","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","44","Tidak"
"53453","KOTA KUDUS","1","Normal","Perempuan","Istri","1","34","Tidak"
"53454","KOTA KUDUS","1","Normal","Perempuan","Anak","1","5","Tidak"
"53455","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53456","KOTA KUDUS","1","Normal","Perempuan","Anak","1","9","Tidak"
"53457","KOTA KUDUS","1","Normal","Perempuan","Anak","1","11","Tidak"
"53458","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","53","Tidak"
"53459","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","13","Tidak"
"53460","KOTA KUDUS","1","Normal","Perempuan","Anak","1","14","Tidak"
"53461","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","21","Tidak"
"53462","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","74","Tidak"
"53463","KOTA KUDUS","1","Normal","Perempuan","Istri","1","65","Tidak"
"53464","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","27","Tidak"
"53465","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","29","Tidak"
"53466","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","78","Ya"
"53467","KOTA KUDUS","1","Normal","Perempuan","Anak","0","29","Tidak"
"53468","KOTA KUDUS","1","Normal","Perempuan","Anak","0","34","Tidak"
"53469","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","42","Tidak"
"53470","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","47","Tidak"
"53471","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","78","Tidak"
"53472","KOTA KUDUS","1","Normal","Perempuan","Anak","2","45","Tidak"
"53473","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","51","Tidak"
"53474","KOTA KUDUS","1","NIK Duplikat","Perempuan","Kepala Keluarga","1","87","Tidak"
"53475","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","4","54","Tidak"
"53476","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","50","Tidak"
"53477","KOTA KUDUS","1","Normal","Perempuan","Istri","1","54","Ya"
"53478","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","26","Tidak"
"53479","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","63","Tidak"
"53480","KOTA KUDUS","1","NIK Duplikat","Perempuan","Anak","1","21","Tidak"
"53481","KOTA KUDUS","1","Normal","Perempuan","Anak","2","28","Tidak"
"53482","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","0","68","Tidak"
"53483","KOTA KUDUS","1","Normal","Perempuan","Anak","2","30","Tidak"
"53484","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","71","Tidak"
"53485","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","2","57","Tidak"
"53486","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","62","Tidak"
"53487","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","0","66","Tidak"
"53488","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","95","Tidak"
"53489","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","59","Tidak"
"53490","KOTA KUDUS","1","Normal","Perempuan","Istri","1","51","Tidak"
"53491","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","15","Tidak"
"53492","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","70","Tidak"
"53493","KOTA KUDUS","1","Normal","Perempuan","Istri","1","65","Tidak"
"53494","KOTA KUDUS","1","Normal","Laki-laki","Anak","2","26","Tidak"
"53495","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","0","54","Tidak"
"53496","KOTA KUDUS","1","Normal","Perempuan","Istri","1","45","Tidak"
"53497","KOTA KUDUS","1","Normal","Perempuan","Anak","1","8","Tidak"
"53498","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","58","Tidak"
"53499","KOTA KUDUS","1","Normal","Perempuan","Istri","1","54","Tidak"
"53500","KOTA KUDUS","1","Normal","Perempuan","Anak","1","9","Tidak"
"53501","KOTA KUDUS","1","Normal","Perempuan","Anak","1","18","Tidak"
"53502","KOTA KUDUS","1","Normal","Perempuan","Anak","1","20","Tidak"
"53503","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","24","Tidak"
"53504","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","28","Tidak"
"53505","KOTA KUDUS","1","Normal","Perempuan","Kepala Keluarga","1","72","Ya"
"53506","KOTA KUDUS","1","Normal","Laki-laki","Anak","3","53","Tidak"
"53507","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","56","Tidak"
"53508","KOTA KUDUS","1","Normal","Perempuan","Istri","0","55","Tidak"
"53509","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","23","Tidak"
"53510","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","0","28","Tidak"
"53511","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","31","Tidak"
"53512","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","75","Tidak"
"53513","KOTA KUDUS","1","NIK Duplikat","Perempuan","Istri","1","68","Tidak"
"53514","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","35","Tidak"
"53515","KOTA KUDUS","1","Normal","Perempuan","Anak","0","41","Tidak"
"53516","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Kepala Keluarga","6","61","Tidak"
"53517","KOTA KUDUS","1","Normal","Perempuan","Istri","6","58","Ya"
"53518","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","34","Tidak"
"53519","KOTA KUDUS","1","Normal","Laki-laki","Lainnya","1","26","Tidak"
"53520","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","94","Tidak"
"53521","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","57","Tidak"
"53522","KOTA KUDUS","1","Normal","Perempuan","Istri","0","55","Ya"
"53523","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","15","Tidak"
"53524","KOTA KUDUS","1","Normal","Perempuan","Anak","1","21","Tidak"
"53525","KOTA KUDUS","1","Normal","Perempuan","Anak","3","30","Tidak"
"53526","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","52","Tidak"
"53527","KOTA KUDUS","1","Normal","Perempuan","Istri","2","46","Tidak"
"53528","KOTA KUDUS","1","Normal","Laki-laki","Anak","0","27","Tidak"
"53529","KOTA KUDUS","1","Normal","Perempuan","Anak","1","20","Tidak"
"53530","KOTA KUDUS","1","Normal","Perempuan","Anak","1","16","Tidak"
"53531","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","11","Tidak"
"53532","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","72","Tidak"
"53533","KOTA KUDUS","1","Normal","Perempuan","Istri","2","53","Ya"
"53534","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53535","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","80","Tidak"
"53536","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","0","54","Tidak"
"53537","KOTA KUDUS","1","Normal","Perempuan","Istri","0","56","Tidak"
"53538","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","26","Tidak"
"53539","KOTA KUDUS","1","Normal","Perempuan","Anak","1","21","Tidak"
"53540","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","76","Tidak"
"53541","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","2","36","Tidak"
"53542","KOTA KUDUS","1","Normal","Perempuan","Istri","2","40","Tidak"
"53543","KOTA KUDUS","1","Normal","Perempuan","Anak","1","15","Tidak"
"53544","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","1","7","Tidak"
"53545","KOTA KUDUS","1","Normal","Perempuan","Lainnya","1","64","Tidak"
"53546","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","6","73","Tidak"
"53547","KOTA KUDUS","1","Normal","Perempuan","Istri","2","63","Ya"
"53548","KOTA KUDUS","1","NIK Duplikat","Laki-laki","Anak","2","38","Tidak"
"53549","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53550","KOTA KUDUS","1","Normal","Perempuan","Anak","1","20","Tidak"
"53551","KOTA KUDUS","1","Normal","Laki-laki","Kepala Keluarga","3","60","Tidak"
"53552","KOTA KUDUS","1","Normal","Perempuan","Istri","2","50","Tidak"
"53553","KOTA KUDUS","1","Normal","Perempuan","Anak","1","23","Tidak"
"53554","KOTA KUDUS","1","Normal","Laki-laki","Anak","1","8","Tidak"
"53555","KOTA KUDUS","1","Normal","Perempuan","Lainnya","6","70","Tidak"
